Level	Rule Name	Subject	Property	Value
INFO	missing_superclass	concentration of elemental nickel in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental niobium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental phosphorus in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental potassium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental rubidium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental selenium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental silicon in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental silver in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sodium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental strontium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sulfur in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tellurium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thallium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thorium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tin in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental titanium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tungsten in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental uranium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental vanadium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental yttrium in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental zinc in vascular leaf	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental aluminium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental antimony in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental arsenic in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental barium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental beryllium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental bismuth in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental boron in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cadmium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental caesium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental calcium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cerium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental chromium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cobalt in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental copper in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental gallium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental gold in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental indium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental iron in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lanthanum in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lead in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental lithium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental magnesium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental manganese in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental mercury in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental molybdenum in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental nickel in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental niobium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental phosphorus in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental potassium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental rubidium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental selenium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental silicon in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental silver in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sodium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental strontium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental sulfur in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tellurium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thallium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental thorium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tin in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental titanium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental tungsten in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental uranium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental vanadium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental yttrium in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental zinc in seed	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental aluminium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental antimony in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental arsenic in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental barium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental beryllium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental bismuth in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental boron in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cadmium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental caesium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental calcium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental cerium in root	rdfs:subClassOf	
INFO	missing_superclass	concentration of elemental chromium in root	rdfs:subClassOf	
